holding_id,snapshot_id,security_name,isin,percentage_to_nav
91a01615-4ff0-40e5-9640-8d3267281ef9,09a9ff33-4804-4fff-97e9-45425803ec32,Zero Coupon Bonds / Deep Discount Bonds,,1.469211
0b2267a2-0611-4910-a298-97114c7d1c32,4bfe59b4-84f5-44da-82d1-17ca8225fa26,Non-Convertible debentures / Bonds,,70.218124
23578e05-1e36-4695-b962-0962f6a77bf1,e2071e42-8056-4f46-92dd-2579d1fa5134,Non-Convertible debentures / Bonds,,30.442335
a598f413-54f4-4543-89ea-ca05b9ab9b8a,2d8785c8-b103-46d4-a14a-51e656b8bf7a,Non-Convertible debentures / Bonds,,62.996061
2a4014b8-eff3-46a4-a494-0cf93995cba3,ea1a9c70-e894-4c99-b712-c2fd76d6d155,Non-Convertible debentures / Bonds,,67.013972
94a72993-09b4-4062-8203-1583f56fcacb,ea1a9c70-e894-4c99-b712-c2fd76d6d155,Zero Coupon Bonds / Deep Discount Bonds,,3.149403
a6b8a231-0ab8-4f03-a2de-51b274ea7af4,3a5deb93-702e-41bd-830d-f21d7d0edad8,Non-Convertible debentures / Bonds,,39.223017
e4ee9a2d-15f5-41a9-9768-187b88a6ff15,3a5deb93-702e-41bd-830d-f21d7d0edad8,Zero Coupon Bonds / Deep Discount Bonds,,1.248081
d84fd9a7-dd87-4f75-ad2d-1927d629b786,87eeaaee-7b10-4930-8cab-7e8e692b116c,Non-Convertible debentures / Bonds,,67.697488
8d91b29f-b3ae-47fe-9f86-a8fecdc3295e,4c08ed27-d2e4-498f-952b-cc1176317399,Non-Convertible debentures / Bonds,,1.342137
171076e1-a13e-40fd-aafa-ef38d54bf50a,0feb0b91-96de-4b4c-8a3a-8bc5c3c6bb20,Non-Convertible debentures / Bonds,,0.083118
8a8f0164-50fc-4d63-98f6-f9d5ef6603fb,53bf952e-0cab-4f37-b583-69d71b6be02f,Non-Convertible debentures / Bonds,,63.182498
205867a4-c417-437e-86af-2473503cf52f,53bf952e-0cab-4f37-b583-69d71b6be02f,Zero Coupon Bonds / Deep Discount Bonds,,2.902983
b22c69df-b8da-4f2b-8dea-5952b0791eb5,999fb2a8-e669-4702-887a-c7b882d13083,Non-Convertible debentures / Bonds,,38.295905
df2c5a72-2029-4a45-8ccb-239e64b47572,999fb2a8-e669-4702-887a-c7b882d13083,Zero Coupon Bonds / Deep Discount Bonds,,1.274294
01edec9d-a4b5-484d-b9cd-f9bdc720b573,ce795584-9008-4123-8a30-2c32e13417dc,Non-Convertible debentures / Bonds,,66.412579
945ab493-6aaf-4b00-b4f6-b680661a5e6a,f90563aa-3917-4f4a-9b47-e1a8b99ad98c,Non-Convertible debentures / Bonds,,1.625933
ccf4778e-2137-40bc-9620-51c646147c46,a8963c5d-1930-45ac-bc4f-9d185b410901,Non-Convertible debentures / Bonds,,0.08311
91307a48-43d7-4290-afd4-999ce8dc01a8,31b0a4d2-d7b9-4cc9-bc8b-6db0adb48781,Non-Convertible debentures / Bonds,,62.081198
2b8c8071-380a-4d4c-9fd4-7b6e1d261cf0,31b0a4d2-d7b9-4cc9-bc8b-6db0adb48781,Zero Coupon Bonds / Deep Discount Bonds,,2.881567
a50f999b-56f5-44fd-a4b7-6315b4577373,b593d6ec-1949-4947-84bb-154b0b4cc804,Non-Convertible debentures / Bonds,,38.12714
2f9633fe-380b-441a-8f33-a30ae002eb20,bc438cab-df87-47a3-8f4e-540aa747a3af,Non-Convertible debentures / Bonds,,49.114638
b18d27f2-2ce5-4cf9-b4f1-2ef0eb3b29e5,0ac649fc-965c-470f-a687-3d4f8dad3e43,Non-Convertible debentures / Bonds,,33.921323
dc1e38a6-d207-4261-ab9b-4882505a42b4,c57da99a-206e-471c-823b-bbe9922916c9,Non-Convertible debentures / Bonds,,54.880894
70e25d94-fee1-452b-8488-d6af37ad5507,0d66af3e-11f2-4745-ab5f-b4c38c202405,Non-Convertible debentures / Bonds,,40.762574
92367f85-931c-4412-9019-0406bc2185c3,0d66af3e-11f2-4745-ab5f-b4c38c202405,Zero Coupon Bonds / Deep Discount Bonds,,1.026325
6a3676ac-d745-4054-b5cc-a1641979dc5e,71962331-e82a-4d97-9cde-e3bf14ae5b6a,Non-Convertible debentures / Bonds,,62.856335
be14934f-8bce-47c0-a36c-b07685f7baad,71962331-e82a-4d97-9cde-e3bf14ae5b6a,Zero Coupon Bonds / Deep Discount Bonds,,1.344702
579e43bc-6d3f-4745-b9a4-cd9f58ad7777,303770e4-74f4-4f4c-9e89-d0ab3bafd01f,Non-Convertible debentures / Bonds,,33.935572
3f084d24-84fa-40b2-b050-96069adedc85,2a0a445d-88fa-418e-a241-e0a8f991a947,Non-Convertible debentures / Bonds,,39.421464
39d79477-56a3-42b7-9967-7ca8bc1af673,2a0a445d-88fa-418e-a241-e0a8f991a947,Zero Coupon Bonds / Deep Discount Bonds,,1.457101
4959277b-8075-4fac-be30-8c8efba95658,f7d9748b-ac0b-4cbb-8aba-4b6195a24776,Non-Convertible debentures / Bonds,,68.861332
f1b4c2fd-82c2-4905-9a3e-5c74bbde45fa,645ed815-af76-447e-a056-f3ea7c29af8c,Non-Convertible debentures / Bonds,,26.82166
92ce694f-0de8-43b0-ab7c-6931c49da12c,928b5ddf-36f0-4613-86dd-eca77d155a94,Non-Convertible debentures / Bonds,,62.663677
a31a91c1-b3c9-40b3-bd19-b21a109c2ae5,c7791b0d-86fd-48a1-90e8-df027f6b24a6,Non-Convertible debentures / Bonds,,64.320503
7e912c3e-e112-4a23-a2dc-0f21af7403c7,c7791b0d-86fd-48a1-90e8-df027f6b24a6,Zero Coupon Bonds / Deep Discount Bonds,,3.145762
a198a45b-9f82-4ad3-9f73-c9379ffa0543,70654eaf-d17f-4c1f-90b2-e5b62ab7d413,Non-Convertible debentures / Bonds,,62.782923
da7eed54-7622-4459-92df-eba1f6d9b673,4d0c0519-0667-4605-b05c-5da966b5ff46,Non-Convertible debentures / Bonds,,62.384341
